id,name,reason_id:id
0_mail_com,0-mail.com,block_reason_common
0815_ru,0815.ru,block_reason_common
0clickemail_com,0clickemail.com,block_reason_common
0sg_net,0sg.net,block_reason_common
0wnd_net,0wnd.net,block_reason_common
0wnd_org,0wnd.org,block_reason_common
10minutemail_com,10minutemail.com,block_reason_common
12hourmail_com,12hourmail.com,block_reason_common
1chuan_com,1chuan.com,block_reason_common
1zhuan_com,1zhuan.com,block_reason_common
20minutemail_com,20minutemail.com,block_reason_common
21cn_com,21cn.com,block_reason_common
2prong_com,2prong.com,block_reason_common
30minutemail_com,30minutemail.com,block_reason_common
30minutesmail_com,30minutesmail.com,block_reason_common
3126_com,3126.com,block_reason_common
3d_painting_com,3d-painting.com,block_reason_common
4warding_com,4warding.com,block_reason_common
4warding_net,4warding.net,block_reason_common
4warding_org,4warding.org,block_reason_common
50e_info,50e.info,block_reason_common
60minutemail_com,60minutemail.com,block_reason_common
675hosting_com,675hosting.com,block_reason_common
675hosting_net,675hosting.net,block_reason_common
675hosting_org,675hosting.org,block_reason_common
6url_com,6url.com,block_reason_common
75hosting_com,75hosting.com,block_reason_common
75hosting_net,75hosting.net,block_reason_common
75hosting_org,75hosting.org,block_reason_common
9ox_net,9ox.net,block_reason_common
a_bc_net,a-bc.net,block_reason_common
abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijk_com,abcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcdefghijk.com,block_reason_common
abwesend_de,abwesend.de,block_reason_common
addcom_de,addcom.de,block_reason_common
afrobacon_com,afrobacon.com,block_reason_common
agnitumhost_net,agnitumhost.net,block_reason_common
ajaxapp_net,ajaxapp.net,block_reason_common
alpenjodel_de,alpenjodel.de,block_reason_common
alphafrau_de,alphafrau.de,block_reason_common
amilegit_com,amilegit.com,block_reason_common
amiri_net,amiri.net,block_reason_common
amiriindustries_com,amiriindustries.com,block_reason_common
amorki_pl,amorki.pl,block_reason_common
anonbox_net,anonbox.net,block_reason_common
anonymbox_com,anonymbox.com,block_reason_common
antichef_com,antichef.com,block_reason_common
antichef_net,antichef.net,block_reason_common
antispam_de,antispam.de,block_reason_common
antispam24_de,antispam24.de,block_reason_common
autosfromus_com,autosfromus.com,block_reason_common
baldmama_de,baldmama.de,block_reason_common
baldpapa_de,baldpapa.de,block_reason_common
ballyfinance_com,ballyfinance.com,block_reason_common
baxomale_ht_cx,baxomale.ht.cx,block_reason_common
beefmilk_com,beefmilk.com,block_reason_common
betriebsdirektor_de,betriebsdirektor.de,block_reason_common
bigmir_net,bigmir.net,block_reason_common
bin_wieder_da_de,bin-wieder-da.de,block_reason_common
binkmail_com,binkmail.com,block_reason_common
bio_muesli_info,bio-muesli.info,block_reason_common
bio_muesli_net,bio-muesli.net,block_reason_common
bleib_bei_mir_de,bleib-bei-mir.de,block_reason_common
blockfilter_com,blockfilter.com,block_reason_common
bluebottle_com,bluebottle.com,block_reason_common
bobmail_info,bobmail.info,block_reason_common
bodhi_lawlita_com,bodhi.lawlita.com,block_reason_common
bofthew_com,bofthew.com,block_reason_common
bonbon_net,bonbon.net,block_reason_common
brefmail_com,brefmail.com,block_reason_common
briefemail_com,briefemail.com,block_reason_common
brokenvalve_com,brokenvalve.com,block_reason_common
brokenvalve_org,brokenvalve.org,block_reason_common
bsnow_net,bsnow.net,block_reason_common
bspamfree_org,bspamfree.org,block_reason_common
buerotiger_de,buerotiger.de,block_reason_common
bugmenot_com,bugmenot.com,block_reason_common
bumpymail_com,bumpymail.com,block_reason_common
buy_24h_net_ru,buy-24h.net.ru,block_reason_common
cashette_com,cashette.com,block_reason_common
casualdx_com,casualdx.com,block_reason_common
center_mail_de,center-mail.de,block_reason_common
centermail_at,centermail.at,block_reason_common
centermail_ch,centermail.ch,block_reason_common
centermail_com,centermail.com,block_reason_common
centermail_de,centermail.de,block_reason_common
centermail_info,centermail.info,block_reason_common
centermail_net,centermail.net,block_reason_common
cghost_s_a_d_de,cghost.s-a-d.de,block_reason_common
chogmail_com,chogmail.com,block_reason_common
choicemail1_com,choicemail1.com,block_reason_common
chongsoft_org,chongsoft.org,block_reason_common
cool_fr_nf,cool.fr.nf,block_reason_common
coole_files_de,coole-files.de,block_reason_common
correo_blogos_net,correo.blogos.net,block_reason_common
cosmorph_com,cosmorph.com,block_reason_common
courriel_fr_nf,courriel.fr.nf,block_reason_common
courrieltemporaire_com,courrieltemporaire.com,block_reason_common
cubiclink_com,cubiclink.com,block_reason_common
curryworld_de,curryworld.de,block_reason_common
cust_in,cust.in,block_reason_common
cyber_matrix_com,cyber-matrix.com,block_reason_common
dacoolest_com,dacoolest.com,block_reason_common
dandikmail_com,dandikmail.com,block_reason_common
dating4best_net,dating4best.net,block_reason_common
dayrep_com,dayrep.com,block_reason_common
deadaddress_com,deadaddress.com,block_reason_common
deadspam_com,deadspam.com,block_reason_common
deagot_com,deagot.com,block_reason_common
despam_it,despam.it,block_reason_common
despammed_com,despammed.com,block_reason_common
devnullmail_com,devnullmail.com,block_reason_common
dfgh_net,dfgh.net,block_reason_common
die_besten_bilder_de,die-besten-bilder.de,block_reason_common
die_genossen_de,die-genossen.de,block_reason_common
die_optimisten_de,die-optimisten.de,block_reason_common
die_optimisten_net,die-optimisten.net,block_reason_common
dieMailbox_de,dieMailbox.de,block_reason_common
digital_filestore_de,digital-filestore.de,block_reason_common
digitalsanctuary_com,digitalsanctuary.com,block_reason_common
DingBone_com,DingBone.com,block_reason_common
